,Note: The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
650,Truman,Arlett,Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,0.92,1.1500000000000001,1.1500000000000001,1.1500000000000001,648.0,648,0.725
651,Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,0.88,0.88,0.88,0.748,651.0,651,0.7225
652,Israel,Brough,Male,29,1976-10-29,,,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,0.47,0.5874999999999999,0.5874999999999999,0.4993749999999999,651.0,651,0.7225
653,Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,1.0,1.25,1.5625,1.328125,653.0,653,0.7187500000000001
654,Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,0.97,1.2125,1.515625,1.28828125,653.0,653,0.7187500000000001
655,Annabelle,Hanwell,Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,0.41,0.5125,0.640625,0.640625,655.0,655,0.7171875
656,Darryl,Hovee,Female,2,1944-04-28,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,0.65,0.8125,1.015625,0.86328125,655.0,655,0.7171875
657,Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,0.9,1.125,1.125,1.125,657.0,657,0.714
658,Margette,Gibard,Female,34,1942-07-06,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,0.41,0.5125,0.5125,0.5125,658.0,658,0.7124999999999999
659,Nicol,Bertot,Female,25,1977-09-11 00:00:00,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,0.52,0.65,0.65,0.65,658.0,658,0.7124999999999999
660,Nobe,Trowsdale,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,0.99,0.99,0.99,0.8415,658.0,658,0.7124999999999999
661,Stephen,Tittershill,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,0.46,0.46,0.5750000000000001,0.5750000000000001,658.0,658,0.7124999999999999
662,Giselbert,Pickring,Male,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,0.86,1.075,1.34375,1.34375,662.0,662,0.711875
663,Shane,Diss,Female,50,1980-10-29,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,0.5,0.625,0.625,0.625,662.0,662,0.711875
664,Lisette,Davers,Female,59,1940-10-26,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,0.86,0.86,1.075,1.075,662.0,662,0.711875
665,Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,1.09,1.3625,1.3625,1.3625,662.0,662,0.711875
666,Kippar,Whyatt,Male,13,1960-01-21,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,0.86,0.86,0.86,0.731,666.0,666,0.71
667,Xenia,Maleck,Female,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,0.63,0.63,0.63,0.5355,666.0,666,0.71
668,Essie,Withur,Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,1.07,1.07,1.07,1.07,668.0,668,0.7054999999999999
669,Cecil,Gant,Male,52,1976-07-16,,,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,0.69,0.8624999999999999,0.8624999999999999,0.8624999999999999,668.0,668,0.7054999999999999
670,Lillis,Eshmade,Female,50,1974-10-12 00:00:00,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,0.7,0.875,0.875,0.74375,668.0,668,0.7054999999999999
671,Ted,Izacenko,Male,3,1959-08-01,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,0.53,0.53,0.6625000000000001,0.6625000000000001,668.0,668,0.7054999999999999
672,Nixie,Shoesmith,Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,0.8,0.8,0.8,0.8,672.0,672,0.7039062500000001
673,Briana,Trill,Female,5,1944-03-18,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,0.4,0.4,0.5,0.5,672.0,672,0.7039062500000001
674,Cobbie,Bruyett,Male,20,1956-03-19,Associate Professor,,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,0.68,0.8500000000000001,0.8500000000000001,0.7225,674.0,674,0.703125
675,Wrennie,Dwelly,Female,23,1940-03-11,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,0.87,0.87,1.0875,0.924375,674.0,674,0.703125
676,Sibylla,Kibble,Female,73,1962-08-05,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,0.92,0.92,1.1500000000000001,1.1500000000000001,676.0,676,0.70125
677,Kariotta,Naper,Female,8,1952-04-07,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,0.7,0.7,0.875,0.74375,676.0,676,0.70125
678,Wylie,Huntingdon,Male,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,0.55,0.55,0.6875,0.584375,676.0,676,0.70125
679,Lizbeth,Garvan,Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,0.57,0.57,0.7124999999999999,0.6056249999999999,676.0,676,0.70125
680,Averil,Ackery,Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,676.0,676,0.70125
681,Myrtie,Ostrich,Female,70,1996-06-18,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,0.83,1.0374999999999999,1.0374999999999999,1.0374999999999999,676.0,676,0.70125
682,Ross,Vidgen,Male,17,1947-12-28,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,1.02,1.02,1.275,1.275,682.0,682,0.7000000000000001
683,Sibby,Skinner,Female,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,0.84,1.05,1.05,0.8925,682.0,682,0.7000000000000001
684,Selle,Casper,Female,98,1978-03-27,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,0.5,0.625,0.78125,0.6640625,684.0,684,0.7
685,Andrew,Froment,Male,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,0.86,0.86,0.86,0.86,684.0,684,0.7
686,Maurizia,Ritmeyer,Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,0.99,1.2375,1.546875,1.3148437499999999,684.0,684,0.7
687,Keenan,Moriarty,Male,67,1994-12-23,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,1.06,1.3250000000000002,1.3250000000000002,1.1262500000000002,684.0,684,0.7
688,Davide,Senten,Male,22,1941-02-23,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,0.46,0.46,0.5750000000000001,0.48875,688.0,688,0.697
689,Renie,Fiveash,Female,92,1992-10-10,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,0.53,0.53,0.6625000000000001,0.6625000000000001,688.0,688,0.697
690,Willard,Booton,Male,69,1938-09-02,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,0.8,1.0,1.25,1.25,688.0,688,0.697
691,Debby,Balmadier,Female,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,0.93,1.1625,1.1625,1.1625,691.0,691,0.6906249999999999
692,Rockie,MacKibbon,Male,42,1978-04-20,,,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,0.86,1.075,1.075,0.91375,691.0,691,0.6906249999999999
693,Harvey,Dwelley,Male,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,0.88,0.88,1.1,1.1,691.0,691,0.6906249999999999
694,Patrice,Pariss,Male,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,0.85,0.85,1.0625,0.903125,691.0,691,0.6906249999999999
695,Arman,Yakubov,Male,68,1977-10-07 00:00:00,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,1.1,1.375,1.375,1.375,691.0,691,0.6906249999999999
696,Gardiner,Gypps,Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,0.46,0.5750000000000001,0.7187500000000001,0.6109375000000001,691.0,691,0.6906249999999999
697,Cathleen,Le Teve,Female,75,1950-11-06,Recruiting Manager,,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,0.9,0.9,0.9,0.9,691.0,691,0.6906249999999999
698,Thaddus,Joder,Male,31,1957-12-10,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,0.52,0.52,0.52,0.442,698.0,698,0.69
699,Josepha,Clamp,Female,12,1961-11-03,Marketing Manager,,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,0.52,0.52,0.65,0.65,698.0,698,0.69
700,Jillane,Simion,Female,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,0.43,0.43,0.43,0.43,700.0,700,0.6875
701,Lynnell,Shoesmith,Female,44,1981-01-29,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,0.89,1.1125,1.1125,1.1125,700.0,700,0.6875
702,Mandie,MacAdie,Female,39,1974-12-25 00:00:00,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,0.44,0.44,0.55,0.55,700.0,700,0.6875
703,Ferdinand,Billie,Male,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,0.87,0.87,1.0875,0.924375,700.0,700,0.6875
704,Suzy,Bussens,Female,44,1973-04-29,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,0.44,0.44,0.55,0.4675,700.0,700,0.6875
705,Emeline,Vezey,Female,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,0.79,0.9875,0.9875,0.9875,700.0,700,0.6875
706,Cissiee,Baylis,Female,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,0.51,0.51,0.6375,0.6375,700.0,700,0.6875
707,Roldan,Raybould,Male,27,1975-11-18,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,0.57,0.57,0.57,0.48449999999999993,700.0,700,0.6875
708,Barth,Weare,Male,18,1946-08-22,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,0.43,0.5375,0.5375,0.456875,708.0,708,0.68
709,Alta,Pithcock,Female,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,1.1,1.1,1.1,0.935,708.0,708,0.68
710,Marc,Keunemann,Male,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,0.6,0.75,0.75,0.75,708.0,708,0.68
711,Bertine,Smalles,Female,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,0.89,1.1125,1.390625,1.1820312499999999,708.0,708,0.68
712,Wilbert,O'Loughnan,Male,14,1983-05-18,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,0.95,1.1875,1.484375,1.26171875,708.0,708,0.68
713,Seymour,Fellibrand,Male,28,1971-10-11,Structural Analysis Engineer,,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,0.92,1.1500000000000001,1.1500000000000001,1.1500000000000001,708.0,708,0.68
714,Miran,Runchman,Female,47,1975-07-09,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,0.46,0.46,0.46,0.391,708.0,708,0.68
715,Dorotea,Fenwick,Female,74,1950-10-12,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,1.02,1.02,1.275,1.275,715.0,715,0.67734375
716,Jenny,Massy,Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,0.53,0.6625000000000001,0.8281250000000001,0.7039062500000001,715.0,715,0.67734375
717,Hyman,Petrolli,Male,8,1965-09-09,Senior Sales Associate,,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,0.46,0.5750000000000001,0.5750000000000001,0.5750000000000001,715.0,715,0.67734375
718,Beatrix,McGivena,Female,26,1966-10-18,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,0.64,0.8,1.0,0.85,715.0,715,0.67734375
719,Nalani,Hallad,Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,0.6,0.75,0.9375,0.9375,719.0,719,0.675
720,Inglebert,Butland,Male,71,1966-01-30,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,719.0,719,0.675
721,Brendis,Pineaux,Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,1.04,1.04,1.04,0.884,719.0,719,0.675
722,Jaimie,Lancastle,Male,71,1972-10-23,VP Marketing,,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,0.8,1.0,1.0,0.85,722.0,722,0.6715
723,Glendon,Malham,Male,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,0.75,0.75,0.75,0.6375,722.0,722,0.6715
724,Morganica,Bentke,Female,40,1977-01-03 00:00:00,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,0.73,0.9125,1.140625,1.140625,724.0,724,0.67
725,Calida,Schaben,Female,54,1969-03-06,Recruiting Manager,,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,1.01,1.2625,1.578125,1.34140625,725.0,725,0.6693749999999999
726,Hallsy,Voysey,Male,83,1970-03-11,Business Systems Development Analyst,,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,0.87,0.87,1.0875,0.924375,725.0,725,0.6693749999999999
727,Lanny,Currall,Male,37,1997-10-23,Developer IV,,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,0.55,0.6875,0.859375,0.859375,725.0,725,0.6693749999999999
728,Son,Varney,Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,1.0,1.25,1.25,1.0625,725.0,725,0.6693749999999999
729,Bartram,Caltun,Male,28,1956-09-15,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,0.62,0.775,0.96875,0.96875,725.0,725,0.6693749999999999
730,Halette,Borsi,Female,60,1961-12-10,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,0.78,0.9750000000000001,1.21875,1.21875,725.0,725,0.6693749999999999
731,Killie,Densie,Male,87,1997-03-28,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,0.72,0.8999999999999999,1.125,0.9562499999999999,731.0,731,0.6640625
732,Mandi,Adamsson,Female,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,0.48,0.6,0.6,0.51,731.0,731,0.6640625
733,Kylila,Basezzi,Female,94,1945-06-11,Assistant Manager,,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,1.07,1.3375000000000001,1.6718750000000002,1.42109375,733.0,733,0.6625000000000001
734,Yardley,Matten,Male,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,0.42,0.42,0.42,0.357,733.0,733,0.6625000000000001
735,Shepperd,Leonards,Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,0.61,0.7625,0.953125,0.81015625,733.0,733,0.6625000000000001
736,Hamel,Curzey,Male,11,1990-04-04,Structural Engineer,,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,0.95,1.1875,1.1875,1.009375,733.0,733,0.6625000000000001
737,Fancie,Woofendell,Female,68,1966-09-17,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,0.53,0.6625000000000001,0.6625000000000001,0.5631250000000001,733.0,733,0.6625000000000001
738,Zebulen,Emtage,Male,52,1963-09-01,Senior Developer,,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,1.06,1.3250000000000002,1.3250000000000002,1.3250000000000002,733.0,733,0.6625000000000001
739,Micheil,Fleote,Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,1.0,1.0,1.25,1.25,739.0,739,0.66
740,Cecily,Faircley,Female,42,1947-06-12,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,0.68,0.8500000000000001,0.8500000000000001,0.8500000000000001,739.0,739,0.66
741,Glory,Chilcott,Female,49,1939-09-09,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,0.63,0.63,0.63,0.63,741.0,741,0.65875
742,Sinclair,Wark,Male,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,0.67,0.8375,1.046875,0.8898437499999999,741.0,741,0.65875
743,Tomaso,Horsley,Male,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,0.83,1.0374999999999999,1.2968749999999998,1.1023437499999997,741.0,741,0.65875
744,Gilli,Christophers,Female,70,1948-03-02,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,0.41,0.5125,0.640625,0.640625,744.0,744,0.65625
745,Errick,Burgin,Male,87,1998-08-19,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,0.79,0.79,0.9875,0.839375,744.0,744,0.65625
746,Damian,Renard,Male,43,1976-07-19,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,1.04,1.04,1.3,1.3,744.0,744,0.65625
747,Agnola,Batterson,Female,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,0.97,0.97,1.2125,1.030625,747.0,747,0.6545
748,Riki,Wandtke,Female,25,1962-05-12,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,0.49,0.6125,0.6125,0.520625,748.0,748,0.65078125
749,Mikol,Eck,Male,99,1975-07-25 00:00:00,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,0.76,0.95,1.1875,1.009375,748.0,748,0.65078125
750,Phyllis,Wibberley,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,0.82,0.82,1.025,1.025,750.0,750,0.65
751,Burt,Vasechkin,Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,0.86,1.075,1.075,0.91375,751.0,751,0.648125
752,Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,0.96,1.2,1.2,1.2,751.0,751,0.648125
753,Trudie,Phinnessy,Female,45,1960-07-04,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,0.91,1.1375,1.421875,1.20859375,751.0,751,0.648125
754,Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,1.06,1.06,1.06,0.901,754.0,754,0.646
755,Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,0.9,0.9,1.125,0.9562499999999999,755.0,755,0.64
756,Darb,,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,0.61,0.61,0.61,0.61,755.0,755,0.64
757,Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,0.92,1.1500000000000001,1.1500000000000001,1.1500000000000001,755.0,755,0.64
758,Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,0.8,1.0,1.25,1.0625,755.0,755,0.64
759,Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,0.72,0.72,0.72,0.72,755.0,755,0.64
760,Flore,Cashen,Female,79,1978-06-21,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,0.46,0.46,0.46,0.46,760.0,760,0.6375
761,Leighton,Firbanks,Male,51,1973-12-22 00:00:00,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,0.58,0.58,0.58,0.58,760.0,760,0.6375
762,Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,0.84,0.84,0.84,0.714,760.0,760,0.6375
763,Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,0.92,0.92,0.92,0.92,760.0,760,0.6375
764,Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,0.83,0.83,1.0374999999999999,1.0374999999999999,760.0,760,0.6375
765,Hagen,MacCarter,Male,93,1983-02-08,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,0.58,0.725,0.90625,0.90625,760.0,760,0.6375
766,Cazzie,Stanwix,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,1.1,1.375,1.375,1.375,760.0,760,0.6375
767,Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,0.55,0.55,0.6875,0.6875,760.0,760,0.6375
768,Simonette,,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,760.0,760,0.6375
769,Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,0.59,0.7374999999999999,0.9218749999999999,0.7835937499999999,760.0,760,0.6375
770,Andrea,Pendle,Female,86,1938-08-05,,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,0.95,1.1875,1.484375,1.484375,760.0,760,0.6375
771,Juliann,Siemantel,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,0.46,0.46,0.5750000000000001,0.48875,760.0,760,0.6375
772,Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,0.81,0.81,0.81,0.81,760.0,760,0.6375
773,Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,0.92,1.1500000000000001,1.1500000000000001,1.1500000000000001,773.0,773,0.63
774,Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,0.98,1.225,1.53125,1.3015625,774.0,774,0.626875
775,Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,0.76,0.76,0.95,0.95,774.0,774,0.626875
776,Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,0.47,0.47,0.47,0.47,774.0,774,0.626875
777,Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,0.9,1.125,1.40625,1.1953125,774.0,774,0.626875
778,Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,0.95,0.95,1.1875,1.1875,778.0,778,0.625
