,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
5893,6037,31,2412,3/16/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Tiffi,Havercroft,Female,77.0,1981-05-26,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8.0,39.0
5894,6039,53,1493,5/3/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Lisabeth,Fundell,Female,51.0,1987-08-12,Engineer II,Argiculture,High Net Worth,N,No,22.0,32.0
5895,6040,0,3375,5/26/2017,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,35052.0,Thorsten,Gregon,Male,37.0,1993-03-21,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6.0,27.0
5896,6041,44,2507,8/22/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0,Alysa,Galilee,Female,77.0,1986-06-25,Biostatistician III,Health,Affluent Customer,N,Yes,8.0,34.0
5897,6042,33,173,2/10/2017,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0,Ebba,Hanselmann,Female,99.0,1997-01-02,General Manager,Health,Affluent Customer,N,No,1.0,23.0
5898,6043,46,2545,7/9/2017,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,Grayce,Aumerle,Female,33.0,1978-04-11,Tax Accountant,Manufacturing,Mass Customer,N,Yes,16.0,42.0
5899,6044,56,14,11/13/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Rayshell,Kitteman,Female,85.0,1983-03-25,Account Executive,Financial Services,Affluent Customer,N,No,6.0,37.0
5900,6045,76,330,5/3/2017,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,36498.0,Port,Pancost,Male,78.0,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0,61.0
5901,6046,21,1917,4/1/2017,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Raquela,Schimpke,Female,7.0,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0,46.0
5902,6047,91,3360,3/12/2017,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Joelie,Sherlaw,Female,77.0,1963-03-23,Quality Engineer,Health,Affluent Customer,N,No,5.0,57.0
5906,6051,39,3232,11/17/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40672.0,Rose,Milsom,Female,7.0,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,26.0
5907,6052,30,560,2/24/2017,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,Dorree,Sanja,Female,1.0,1953-10-11,Social Worker,Health,Affluent Customer,N,No,8.0,66.0
5908,6053,90,905,9/4/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Dorian,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,No,12.0,42.0
5911,6056,39,268,1/22/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Kacie,Kidston,Female,60.0,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,41.0
5912,6057,52,2386,2/9/2017,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Adrianne,Lowerson,Female,93.0,1997-07-06,Compensation Analyst,Financial Services,Mass Customer,N,No,2.0,22.0
5913,6058,27,2082,8/3/2017,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0,Sybyl,Beekman,Female,38.0,1979-12-07,Legal Assistant,Health,Affluent Customer,N,Yes,19.0,40.0
5914,6059,81,1970,8/12/2017,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Carl,Eyre,Male,51.0,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7.0,37.0
5915,6060,10,1144,3/26/2017,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0,Damon,Phelip,Male,73.0,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,5.0,23.0
5916,6061,89,3004,4/18/2017,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,Waylon,Hammant,Male,82.0,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16.0,65.0
5918,6063,88,2066,10/1/2017,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0,Skipp,McLarens,Male,91.0,1969-12-21,Food Chemist,Health,High Net Worth,N,Yes,12.0,50.0
5920,6065,56,2944,5/12/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Kimball,Scutter,Male,45.0,1977-06-05,Environmental Specialist,Manufacturing,Affluent Customer,N,No,7.0,43.0
5921,6066,5,1980,10/18/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784.0,Kenneth,Viall,Male,97.0,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,7.0,28.0
5922,6067,57,565,5/22/2017,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779.0,Saleem,Meller,Male,30.0,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16.0,60.0
5923,6068,21,1600,5/20/2017,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Priscella,Stathers,Female,20.0,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0,35.0
5924,6069,18,120,6/20/2017,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533.0,Sloan,Wagg,Male,80.0,1978-09-02,Legal Assistant,Financial Services,High Net Worth,N,Yes,4.0,41.0
5925,6070,60,134,12/16/2017,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0,Merna,McCulloch,Female,34.0,1997-08-01,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5.0,22.0
5926,6071,83,446,8/30/2017,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,36367.0,Marilee,Oosthout de Vree,Female,73.0,1978-07-02,Tax Accountant,IT,Affluent Customer,N,Yes,4.0,42.0
5928,6074,22,203,5/5/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,36334.0,Donovan,Conry,Male,71.0,1964-01-13,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11.0,56.0
5929,6075,62,1575,4/28/2017,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Phaidra,Jindacek,Female,82.0,1989-03-13,Design Engineer,Retail,Mass Customer,N,No,17.0,31.0
5930,6076,22,1047,11/3/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Standford,Tanswill,Male,39.0,1978-09-03,VP Accounting,Financial Services,Affluent Customer,N,No,11.0,41.0
5932,6078,22,232,3/4/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Zaria,Koeppke,Female,94.0,1987-11-11,Professor,Retail,Mass Customer,N,No,12.0,32.0
5933,6079,6,1629,3/4/2017,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Edsel,Lester,Male,46.0,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,No,14.0,45.0
5934,6080,0,2990,12/16/2017,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Brice,Martinuzzi,Male,65.0,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,N,No,8.0,42.0
5935,6081,88,2731,3/21/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0,Meagan,Ferry,Female,74.0,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,Yes,1.0,20.0
5936,6082,99,2095,3/21/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Anette,Guerreiro,Female,69.0,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,30.0
5937,6083,79,3440,4/10/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Retha,Kahane,Female,18.0,1958-05-15,Senior Sales Associate,Manufacturing,Mass Customer,N,No,5.0,62.0
5939,6085,60,1522,2/23/2017,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Hubie,Thunnerclef,Male,57.0,1994-06-13,Paralegal,Financial Services,Mass Customer,N,No,7.0,26.0
5940,6086,3,726,9/8/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0,Norma,Blackbourn,Female,69.0,1978-02-10,Information Systems Manager,Health,Mass Customer,N,Yes,10.0,42.0
5941,6087,80,1594,2/11/2017,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218.0,Rolando,Amyes,Male,62.0,1981-11-26,Human Resources Manager,Property,Mass Customer,N,No,7.0,38.0
5942,6088,0,3197,11/20/2017,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Stern,Ilyenko,Male,83.0,1976-02-18,Environmental Specialist,Health,High Net Worth,N,No,14.0,44.0
5943,6089,89,1390,12/29/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Christyna,Feldberg,Female,74.0,2000-01-25,Accounting Assistant I,Retail,High Net Worth,N,Yes,1.0,20.0
5946,6092,27,55,6/7/2017,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,39031.0,Linc,Jillions,Male,48.0,1956-09-24,Paralegal,Financial Services,Affluent Customer,N,Yes,7.0,63.0
5947,6093,0,3129,3/5/2017,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,33455.0,Leola,Mandrier,Female,44.0,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0,64.0
5948,6094,32,1950,9/7/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Berne,Fulkes,Male,27.0,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19.0,56.0
5949,6095,62,1103,10/4/2017,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Glynnis,Sailor,Female,76.0,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0,42.0
5950,6096,82,2445,12/13/2017,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Johnnie,Prujean,Male,46.0,1976-03-11,Quality Control Specialist,Retail,Affluent Customer,N,No,18.0,44.0
5952,6098,69,1184,5/11/2017,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Auberta,Teodori,Female,89.0,1968-10-07,Social Worker,Health,Mass Customer,N,No,13.0,51.0
5956,6102,22,543,7/14/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33455.0,Mikey,Rizzetti,Male,9.0,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17.0,46.0
5957,6103,18,489,8/28/2017,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0,Tresa,Reeks,Female,18.0,1971-05-31,Senior Editor,Retail,Mass Customer,N,Yes,4.0,49.0
5958,6104,25,1886,8/18/2017,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Eugenie,Belcham,Female,35.0,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0,41.0
5959,6105,86,1274,11/30/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Emmerich,Tinkler,Male,12.0,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20.0,42.0
5960,6106,90,2464,10/8/2017,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Cleve,Jindrak,Male,78.0,1983-04-06,Speech Pathologist,Retail,Mass Customer,N,No,6.0,37.0
5961,6107,10,2627,10/3/2017,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Hildegaard,Gennrich,Female,7.0,1971-10-29,Budget/Accounting Analyst II,Retail,Mass Customer,N,Yes,12.0,48.0
5963,6109,79,1288,3/3/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0,Abra,Cuardall,Female,51.0,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18.0,40.0
5964,6110,94,884,12/29/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Pepito,Lamming,Male,11.0,1978-01-30,Web Designer IV,Property,Mass Customer,N,No,17.0,42.0
5965,6111,37,588,4/12/2017,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Gunther,Jackman,Male,15.0,1963-10-05,Assistant Media Planner,Entertainment,Mass Customer,N,No,11.0,56.0
5967,6114,99,652,8/4/2017,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,Edee,Stoker,Female,62.0,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,Yes,1.0,23.0
5968,6115,82,2661,10/12/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115.0,Dorrie,Meaden,Female,59.0,1976-12-26,VP Marketing,Financial Services,High Net Worth,N,Yes,12.0,43.0
5969,6116,77,2914,11/19/2017,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533.0,Jessamine,Brazear,Female,76.0,1982-11-06,Health Coach IV,Health,Affluent Customer,N,Yes,11.0,37.0
5970,6117,66,2331,10/6/2017,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Marybelle,Antal,Female,48.0,1963-04-11,Database Administrator III,Financial Services,Mass Customer,N,Yes,10.0,57.0
5973,6120,71,445,3/3/2017,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Timothy,Wenham,Male,91.0,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,35.0
5978,6125,53,3352,11/20/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Fredek,Lobley,Male,14.0,1994-12-28,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1.0,25.0
5980,6127,98,3080,12/26/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Christoforo,Santus,Male,87.0,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10.0,61.0
5981,6128,23,2222,8/17/2017,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Caroline,Grabban,Female,20.0,1974-08-26,Professor,Financial Services,Mass Customer,N,No,14.0,45.0
5982,6129,77,2334,10/22/2017,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Zebulen,Hefford,Male,30.0,1996-03-16,Food Chemist,Health,Affluent Customer,N,No,5.0,24.0
5983,6130,86,579,2/11/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Cathlene,Bellas,Female,89.0,1974-06-11,Software Engineer II,Health,Mass Customer,N,No,12.0,46.0
5986,6133,80,1725,10/30/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145.0,Corena,Postlewhite,Female,80.0,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,40.0
5988,6135,14,2586,12/11/2017,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303.0,Heywood,Sollett,Male,10.0,1979-09-12,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0,40.0
5989,6136,46,3375,8/25/2017,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Thorsten,Gregon,Male,37.0,1993-03-21,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6.0,27.0
5990,6137,54,832,9/5/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Shaun,Murphey,Male,30.0,1977-11-30,Research Assistant IV,Retail,Mass Customer,N,No,14.0,42.0
5993,6141,33,3218,4/6/2017,0.0,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0,Conny,Starbeck,Female,38.0,1976-02-12,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22.0,44.0
5995,6143,59,835,10/22/2017,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,42172.0,Zachary,Matyukon,Male,85.0,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,52.0
5997,6145,1,611,7/16/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,Otto,Huriche,Male,58.0,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16.0,33.0
5999,6147,34,3029,2/17/2017,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Timmie,Gori,Male,85.0,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13.0,41.0
6000,6149,95,511,5/23/2017,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Theo,Tolmie,Female,92.0,1982-12-02,Dental Hygienist,Health,High Net Worth,N,No,10.0,37.0
6001,6150,69,2605,8/31/2017,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42458.0,Had,Gilling,Male,50.0,1965-02-03,Marketing Manager,Health,High Net Worth,N,Yes,18.0,55.0
6002,6151,55,823,5/24/2017,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Stesha,Morecombe,Female,91.0,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,N,No,9.0,30.0
6004,6153,74,1177,10/4/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0,Bobbette,Pozzi,Female,47.0,1953-08-31,Food Chemist,Health,Affluent Customer,N,Yes,6.0,66.0
6006,6155,27,1042,2/20/2017,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526.0,Isacco,Woodwind,Male,0.0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11.0,44.0
6008,6157,48,3174,1/27/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,Odele,Blackmore,Female,67.0,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9.0,43.0
6009,6158,96,392,2/22/2017,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Brandyn,Morrid,Male,38.0,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13.0,42.0
6010,6159,54,1124,1/24/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,40779.0,Eben,Threader,Male,36.0,1965-02-03,Health Coach III,Health,Affluent Customer,N,Yes,9.0,55.0
6011,6160,40,2711,9/20/2017,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Steven,Keetley,Male,52.0,1970-08-31,Biostatistician II,Health,Affluent Customer,N,No,6.0,49.0
6012,6161,55,2653,10/23/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Aylmer,Glenwright,Male,80.0,1995-01-05,Food Chemist,Health,Affluent Customer,N,No,1.0,25.0
6013,6162,90,2117,6/9/2017,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Llywellyn,Christall,Male,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,3.0,25.0
6014,6163,51,2397,4/10/2017,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35470.0,Cassius,Birchenough,Male,33.0,1985-06-10,Analyst Programmer,Retail,Affluent Customer,N,Yes,4.0,35.0
6015,6164,0,1577,8/30/2017,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Diannne,Teager,Female,87.0,1976-09-08,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,43.0
6017,6166,40,2882,1/12/2017,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Claudia,Doog,Female,62.0,1986-04-26,Chief Design Engineer,Manufacturing,Mass Customer,N,No,9.0,34.0
6018,6167,14,1407,1/7/2017,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,39880.0,Tamarah,Sobtka,Female,43.0,1980-10-04,Structural Analysis Engineer,Manufacturing,Mass Customer,N,Yes,9.0,39.0
6021,6171,85,1832,5/22/2017,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,Elicia,Normanvill,Female,53.0,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12.0,55.0
6023,6173,35,984,3/18/2017,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Luciano,Weddup,Male,89.0,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,16.0,66.0
6025,6175,76,3363,1/7/2017,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,33364.0,Orson,Tythacott,Male,25.0,2000-03-08,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,20.0
6026,6176,12,1168,10/28/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Iosep,Shaddick,Male,44.0,1965-02-16,Pharmacist,Health,Affluent Customer,N,No,18.0,55.0
6029,6179,93,1672,2/11/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364.0,Sharla,Creebo,Female,21.0,1963-04-27,Design Engineer,IT,Affluent Customer,N,Yes,9.0,57.0
6030,6180,90,3063,9/17/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Andrea,Wildber,Male,74.0,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2.0,20.0
6031,6181,84,177,2/7/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Ondrea,Pablos,Female,25.0,1989-11-09,Professor,Financial Services,High Net Worth,N,No,4.0,30.0
6033,6183,78,2980,11/8/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Di,Plaid,Female,27.0,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,4.0,40.0
6034,6184,87,1483,12/1/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,34079.0,Beth,Daile,Female,55.0,1971-12-11,Senior Quality Engineer,Telecommunications,Mass Customer,N,Yes,14.0,48.0
6036,6186,69,212,6/26/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Nanice,Ellse,Female,21.0,2001-11-19,Desktop Support Technician,IT,Affluent Customer,N,No,1.0,18.0
6037,6187,45,2772,12/5/2017,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,37668.0,Reynolds,Vreede,Male,15.0,1954-10-25,Quality Engineer,Property,Affluent Customer,N,Yes,13.0,65.0
6038,6188,81,133,3/30/2017,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,35667.0,Eldridge,Fiddeman,Male,12.0,1977-06-13,VP Accounting,Financial Services,Mass Customer,N,Yes,16.0,43.0
6039,6189,35,249,6/21/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,D'arcy,Slay,Male,65.0,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,27.0
6041,6191,50,1785,6/12/2017,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,Marty,Whatford,Male,23.0,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0,59.0
6043,6193,70,3408,5/5/2017,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Becka,Bysaker,Female,10.0,1972-07-11,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0,47.0
6044,6194,100,664,7/19/2017,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,Mathe,Scatcher,Male,38.0,1994-10-05,Research Nurse,Health,High Net Worth,N,No,4.0,25.0
6047,6197,18,1581,10/22/2017,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,Melessa,Delyth,Female,26.0,1974-04-13,Recruiter,Argiculture,Mass Customer,N,No,13.0,46.0
6048,6198,58,1700,6/10/2017,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,34170.0,Rana,Streets,Female,28.0,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,50.0
6049,6199,95,2353,1/19/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,42458.0,Lyn,Luquet,Male,93.0,1978-12-27,Health Coach IV,Health,Affluent Customer,N,Yes,12.0,41.0
6050,6200,69,3477,10/25/2017,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922.0,Jaquelin,Leek,Female,90.0,1996-01-24,Senior Developer,Financial Services,Affluent Customer,N,Yes,7.0,24.0
6051,6201,70,386,8/17/2017,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Ethelyn,Pincott,Female,63.0,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5.0,29.0
6052,6202,27,66,2/17/2017,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Anselm,Gawne,Male,46.0,2002-03-11,Account Executive,Argiculture,High Net Worth,N,No,1.0,18.0
